file_path;concept_name;pattern;match_type;matched_text;similarity_score;first_line;name_score;summary_score
ProjectQ/examples/spectral_measurement.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6876;0;;0.6876
ProjectQ/examples/spectral_measurement.py;/qiskit-algorithms/qiskit_algorithms.phase_estimators.hamiltonian_phase_estimation.HamiltonianPhaseEstimation;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6584;0;;0.6584
ProjectQ/examples/spectral_measurement.py;expanded/my_qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6840;0;;0.6840
ProjectQ/examples/spectral_measurement.py;expanded/run_quantum_phase_estimation;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6584;0;;0.6584
ProjectQ/examples/spectral_measurement.py;expanded/get_quantum_phase_estimation_results;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6584;0;;0.6584
ProjectQ/examples/spectral_measurement.py;expanded/quantum_phase_estimation_circuit;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6584;0;;0.6584
ProjectQ/examples/spectral_measurement.py;expanded/get_qpe_precision;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6876;0;;0.6876
ProjectQ/examples/spectral_measurement.py;expanded/QControlBox;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6840;0;;0.6840
ProjectQ/examples/spectral_measurement.py;expanded/normalize_hamiltonian;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6584;0;;0.6584
ProjectQ/examples/spectral_measurement.py;expanded/QArray;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Quantum Algorithm for Spectral Measurement with Lower Gate Count This tutorial shows how to implement the algorithm...;0.6876;0;;0.6876
ProjectQ/examples/spectral_measurement.py;/qiskit/qiskit.circuit.library.data_preparation.state_preparation.StatePreparation;Initialization;name;StatePreparation;1.0000;171;1.0000;
ProjectQ/examples/variational_quantum_eigensolver.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.adapt_vqe.AdaptVQE;Variational Quantum Eigensolver (VQE);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.6870;0;;0.6870
ProjectQ/examples/variational_quantum_eigensolver.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.sampling_vqe.SamplingVQE;Variational Quantum Eigensolver (VQE);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.7088;0;;0.7088
ProjectQ/examples/variational_quantum_eigensolver.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.vqe.VQE;Variational Quantum Eigensolver (VQE);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.7291;0;;0.7291
ProjectQ/examples/variational_quantum_eigensolver.py;/qiskit-algorithms/qiskit_algorithms.time_evolvers.pvqd.pvqd.PVQD;Variational Quantum Algorithm (VQA);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.6554;0;;0.6554
ProjectQ/examples/variational_quantum_eigensolver.py;expanded/adapt_vqe_ansatz;Variational Quantum Eigensolver (VQE);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.6870;0;;0.6870
ProjectQ/examples/variational_quantum_eigensolver.py;expanded/VqlsOptimizer;Variational Quantum Eigensolver (VQE);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.7291;0;;0.7291
ProjectQ/examples/variational_quantum_eigensolver.py;expanded/get_qc;Variational Quantum Eigensolver (VQE);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.7291;0;;0.7291
ProjectQ/examples/variational_quantum_eigensolver.py;expanded/adapt_layer;Variational Quantum Eigensolver (VQE);summary;"!/usr/bin/env python coding: utf-8 Implementation of a Variational Quantum Eigensolver (VQE). The example shown here is from the paper ""Scalable Quant...";0.6870;0;;0.6870
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;/classiq/open_library.functions.qsvt.qsvt;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.7113;0;;0.7113
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;/classiq/open_library.functions.qsvt.qsvt_lcu;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.7026;0;;0.7026
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;/classiq/open_library.functions.qsvt.gqsp;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.6817;0;;0.6817
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;expanded/gqsp_phases;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.6817;0;;0.6817
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;expanded/qsvt_phases;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.7113;0;;0.7113
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;expanded/parse_qsvt_results;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.7113;0;;0.7113
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;expanded/qsvt_sqrt_polynomial;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.7113;0;;0.7113
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;expanded/be_qfunc;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.7113;0;;0.7113
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;expanded/from_qsp_polynomial;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 BlockEncoding class 201: Qubitization, Chebyshev polynomials, QSP Welcome back to the tutorial on Quantum Linear Al...;0.6817;0;;0.6817
Qrisp/documentation/source/general/tutorial/BE_tutorial/BE_vol2.py;/pennylane/pennylane.templates.subroutines.qubitization.Qubitization;Data Encoding;name;qubitization;1.0000;63;1.0000;
Qrisp/documentation/source/general/tutorial/BigInteger.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;QFT;1.0000;161;1.0000;
Qrisp/documentation/source/general/tutorial/BigInteger.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;QFT;1.0000;161;1.0000;
Qrisp/documentation/source/general/tutorial/BigInteger.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;QFT;1.0000;161;1.0000;
Qrisp/documentation/source/general/tutorial/FT_compilation.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;QFT;1.0000;281;1.0000;
Qrisp/documentation/source/general/tutorial/FT_compilation.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;QFT;1.0000;281;1.0000;
Qrisp/documentation/source/general/tutorial/FT_compilation.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;QFT;1.0000;281;1.0000;
Qrisp/documentation/source/general/tutorial/GQSP_filtering.py;/pennylane/pennylane.templates.subroutines.reflection.Reflection;Grover;name;reflection;1.0000;369;1.0000;
Qrisp/documentation/source/general/tutorial/GQSP_filtering.py;/classiq/open_library.functions.qsvt.gqsp;Domain Specific Application;name;GQSP;1.0000;379;1.0000;
Qrisp/documentation/source/general/tutorial/GQSP_filtering.py;/pennylane/pennylane.templates.subroutines.gqsp.GQSP;Basis Change;name;GQSP;1.0000;379;1.0000;
Qrisp/documentation/source/general/tutorial/HHL.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.vqe.VQE;Variational Quantum Eigensolver (VQE);summary;!/usr/bin/env python coding: utf-8 Solving linear system problems with HHL The Harrow-Hassidim-Lloyd (HHL) quantum algorithm offers an exponential spe...;0.6709;0;;0.6709
Qrisp/documentation/source/general/tutorial/HHL.py;expanded/VqlsOptimizer;Variational Quantum Eigensolver (VQE);summary;!/usr/bin/env python coding: utf-8 Solving linear system problems with HHL The Harrow-Hassidim-Lloyd (HHL) quantum algorithm offers an exponential spe...;0.6709;0;;0.6709
Qrisp/documentation/source/general/tutorial/HHL.py;expanded/get_qc;Variational Quantum Eigensolver (VQE);summary;!/usr/bin/env python coding: utf-8 Solving linear system problems with HHL The Harrow-Hassidim-Lloyd (HHL) quantum algorithm offers an exponential spe...;0.6709;0;;0.6709
Qrisp/documentation/source/general/tutorial/HHL.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);name;QPE;1.0000;132;1.0000;
Qrisp/documentation/source/general/tutorial/Jasp.py;/qiskit/qiskit.circuit.library.arithmetic.multipliers.rg_qft_multiplier.RGQFTMultiplier;Quantum Arithmetic;name;RGQFTMultiplier;1.0000;29;1.0000;
Qrisp/documentation/source/general/tutorial/QAOAtutorial/MaxCut.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.qaoa.QAOA;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 MaxCut QAOA Implementation Welcome to our Quantum Approximate Optimization Algorithm (QAOA) implementation tutorial...;0.7129;0;;0.7129
Qrisp/documentation/source/general/tutorial/QAOAtutorial/MaxCut.py;expanded/qaoa;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 MaxCut QAOA Implementation Welcome to our Quantum Approximate Optimization Algorithm (QAOA) implementation tutorial...;0.7129;0;;0.7129
Qrisp/documentation/source/general/tutorial/QAOAtutorial/MaxCut.py;expanded/QUBO_QAOA;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 MaxCut QAOA Implementation Welcome to our Quantum Approximate Optimization Algorithm (QAOA) implementation tutorial...;0.7129;0;;0.7129
Qrisp/documentation/source/general/tutorial/QAOAtutorial/MaxCut.py;expanded/QUBO_QAOA_cvar;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 MaxCut QAOA Implementation Welcome to our Quantum Approximate Optimization Algorithm (QAOA) implementation tutorial...;0.7129;0;;0.7129
Qrisp/documentation/source/general/tutorial/QAOAtutorial/MaxCut.py;expanded/optimize_qaoa_params;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 MaxCut QAOA Implementation Welcome to our Quantum Approximate Optimization Algorithm (QAOA) implementation tutorial...;0.7129;0;;0.7129
Qrisp/documentation/source/general/tutorial/QAOAtutorial/MaxCut.py;expanded/QAOA_ansatz_for_Ising;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 MaxCut QAOA Implementation Welcome to our Quantum Approximate Optimization Algorithm (QAOA) implementation tutorial...;0.7129;0;;0.7129
Qrisp/documentation/source/general/tutorial/QAOAtutorial/MaxCut.py;expanded/run_qiro;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 MaxCut QAOA Implementation Welcome to our Quantum Approximate Optimization Algorithm (QAOA) implementation tutorial...;0.7129;0;;0.7129
Qrisp/documentation/source/general/tutorial/QIROtutorial.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.qaoa.QAOA;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Quantum-Informed Recursive Optimization This tutorial will give you an overview of problem specific implementations...;0.7818;0;;0.7818
Qrisp/documentation/source/general/tutorial/QIROtutorial.py;expanded/qaoa;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Quantum-Informed Recursive Optimization This tutorial will give you an overview of problem specific implementations...;0.7818;0;;0.7818
Qrisp/documentation/source/general/tutorial/QIROtutorial.py;expanded/QUBO_QAOA;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Quantum-Informed Recursive Optimization This tutorial will give you an overview of problem specific implementations...;0.7818;0;;0.7818
Qrisp/documentation/source/general/tutorial/QIROtutorial.py;expanded/QUBO_QAOA_cvar;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Quantum-Informed Recursive Optimization This tutorial will give you an overview of problem specific implementations...;0.7818;0;;0.7818
Qrisp/documentation/source/general/tutorial/QIROtutorial.py;expanded/optimize_qaoa_params;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Quantum-Informed Recursive Optimization This tutorial will give you an overview of problem specific implementations...;0.7818;0;;0.7818
Qrisp/documentation/source/general/tutorial/QIROtutorial.py;expanded/QAOA_ansatz_for_Ising;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Quantum-Informed Recursive Optimization This tutorial will give you an overview of problem specific implementations...;0.7818;0;;0.7818
Qrisp/documentation/source/general/tutorial/QIROtutorial.py;expanded/run_qiro;Quantum Approximate Optimization Algorithm (QAOA);name;run_qiro;1.0000;254;1.0000;0.7818
Qrisp/documentation/source/general/tutorial/QMCItutorial.py;/pennylane/pennylane.templates.subroutines.qmc.QuantumMonteCarlo;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 Quantum Monte Carlo Integration This tutorial will provide you with an introduction to Quantum Monte Carlo (QMCI) I...;0.7154;0;;0.7154
Qrisp/documentation/source/general/tutorial/Shor.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;QFT;1.0000;171;1.0000;
Qrisp/documentation/source/general/tutorial/Shor.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;QFT;1.0000;171;1.0000;
Qrisp/documentation/source/general/tutorial/Shor.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;QFT;1.0000;171;1.0000;
Qrisp/documentation/source/general/tutorial/TSP.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);name;QPE;1.0000;183;1.0000;
Qrisp/documentation/source/general/tutorial/tutorial.py;/classiq/open_library.functions.amplitude_amplification.amplitude_amplification;Amplitude Amplification;summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6514;0;;0.6514
Qrisp/documentation/source/general/tutorial/tutorial.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6980;0;;0.6980
Qrisp/documentation/source/general/tutorial/tutorial.py;/pennylane/pennylane.templates.subroutines.qmc.QuantumMonteCarlo;Domain Specific Application;summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6661;0;;0.6661
Qrisp/documentation/source/general/tutorial/tutorial.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.qaoa.QAOA;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.7120;0;;0.7120
Qrisp/documentation/source/general/tutorial/tutorial.py;/qiskit-algorithms/qiskit_algorithms.phase_estimators.ipe.IterativePhaseEstimation;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6613;0;;0.6613
Qrisp/documentation/source/general/tutorial/tutorial.py;/qiskit-algorithms/qiskit_algorithms.phase_estimators.phase_estimation.PhaseEstimation;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6599;0;;0.6599
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/qaoa;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.7120;0;;0.7120
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/my_qpe_flexible;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6980;0;;0.6980
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/QUBO_QAOA;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.7120;0;;0.7120
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/QUBO_QAOA_cvar;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.7120;0;;0.7120
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/get_qpe_precision;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6840;0;;0.6840
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/optimize_qaoa_params;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.7120;0;;0.7120
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/QControlBox;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6980;0;;0.6980
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/QAOA_ansatz_for_Ising;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.7120;0;;0.7120
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/QArray;Quantum Phase Estimation (QPE);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.6840;0;;0.6840
Qrisp/documentation/source/general/tutorial/tutorial.py;expanded/run_qiro;Quantum Approximate Optimization Algorithm (QAOA);summary;!/usr/bin/env python coding: utf-8 Getting familiar with Qrisp Congratulations, you made it to your first Qrisp tutorial! This tutorial is designed to...;0.7120;0;;0.7120
Qrisp/documentation/source/general/tutorial/tutorial.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;QFT;1.0000;256;1.0000;
Qrisp/documentation/source/general/tutorial/tutorial.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;QFT;1.0000;256;1.0000;
Qrisp/documentation/source/general/tutorial/tutorial.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;QFT;1.0000;256;1.0000;
Qrisp/documentation/source/general/tutorial/tutorial.py;/classiq/open_library.functions.qpe.qpe;Quantum Phase Estimation (QPE);name;QPE;1.0000;286;1.0000;0.6840
Qualtran/dev_tools/ui-export.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000;10;1.0000;
Qualtran/qualtran/Adjoint.py;/qiskit/qiskit.circuit.library.boolean_logic.quantum_and.AND;Quantum Logical Operators;name;And;1.0000;92;1.0000;
Qualtran/qualtran/_infra/Bloqs-Tutorial.py;/pennylane/pennylane.templates.subroutines.arithmetic.mod_exp.ModExp;Quantum Arithmetic;name;ModExp;1.0000;592;1.0000;
Qualtran/qualtran/bloqs/arithmetic/addition.py;/classiq/open_library.functions.modular_exponentiation.qft_space_add_const;Quantum Arithmetic;summary;!/usr/bin/env python coding: utf-8 Addition In[ ]: `Add` An n-bit addition gate. This computes `a + b` and stores the result in `b`. Specifically it i...;0.6875;0;;0.6875
